Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 17:02:36 EDT,5/11/23,17:02:36,Status,684,515,136,8,17,0,6,1,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/779042953627024,"I wonder if this group should be split into two. 1. ""How to stop students using chatGPT"" 2. ""Teachers embracing change brought by chatGPT"". I want to be in the second group, but my feed is now overwhelmed by the first group. I'm happy to have debate around how we change plagiarism rules, and what we now need to look for in terms of rewarding good prompts and original or deep thinking. I don't want to endlessly debate how to close the door after the horse has bolted. Most of all I want to find all the cool resources on awesome uses of AI in the classroom as I am a newbie.",,,,,,,,,14.25
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 17:00:38 EDT,5/11/23,17:00:38,Status,82,65,13,0,3,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/779074433623876,Novice user. Spent an hour planning a topic I am reasonably familiar with in Early Years. Came up with 5 activities for the week. Experimenting with ai this evening and it offered a selection of activities within seconds. Four of mine were included. This is a substantial time saver. Looking forward to digging deeper.,,,,,,,,,1.71
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:55:10 EDT,5/11/23,12:55:10,Status,6,0,6,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778928056971847,"Hi. For ESL class, I'd like to know how to write effective prompts for asking chatgpt to creat a rubric which evaluates students' writing. Thank you for your help, in advance!",,,,,,,,,-8
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:55:07 EDT,5/11/23,12:55:07,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778923650305621,Is their an AI that can add images to test questions ?,,,,,,,,,-96
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:54:43 EDT,5/11/23,12:54:43,Status,10,3,7,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778885153642804,"As a group members and looking at curiosity and understanding for AI, i feel that as a teacher we should divide our expertise in different domains, like presentation making skills, subject knowledge or ways to simplify for students and should connect on video call for effective outcome and our purpose for joining this group",,,,,,,,,-4.8
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:54:18 EDT,5/11/23,12:54:18,Video,4,2,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778869536977699,This Google Chrome extension uses #AI to generate flashcards from YouTube and PDF files within seconds. @Wisdolia_ ,https://youtu.be/wJqZ90C3OKY,,,Flashcards from Youtube videos or pdf files.,Wisdolia is an #ai chrome extension that allows you to generate flashcards from #youtube videos in just a few seconds.,,,,-7
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:53:26 EDT,5/11/23,12:53:26,Status,3,1,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778852846979368,As an EFL-Teacher I am looking for a way to evaluate essays using the Writing Assessment Scale of the Common European Framework for Languages (CEFR). Not sure how to ask ChatGPT using a table with rubrics.,,,,,,,,,-16
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:52:29 EDT,5/11/23,12:52:29,Link,3,0,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778856650312321,This video has lots of interesting tools and uses and cuts a lot of the waffle from the longer version. ,https://twitter.com/rowancheung/status/1656564347290746880?s=46&t=BxhSDbeN4QlJeFHK9A8tUQ,,,Rowan Cheung on Twitter,"“1. Google goes all-in on AI Google's recent I/O event was a thrilling showcase of AI-centered innovations. The tech giant made it clear that it is evolving as an ""AI-first"" company. Check out this recap edit from our favorite AI YouTuber @mreflow:”",,,,-9.67
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:50:45 EDT,5/11/23,12:50:45,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778900756974577,"The claim made herein seems exaggerated but when it comes to schools, generative AI is surely going to bring revolutionary transformation . ￼￼ ￼this article is recommended for your perusal ￼ ￼https://www.facebook.com/100059742060475/posts/647183353949728/?mibextid=cr9u03",https://cnb.cx/41mzWBP,,,Early MIT research shows 'Industrial Revolution-level large' leap for workers using generative AI,,,,,-58
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:50:27 EDT,5/11/23,12:50:27,Status,11,2,9,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778905056974147,How can one use ChatGPT to teach Afrikaans?,,,,,,,,,-4.36
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:50:04 EDT,5/11/23,12:50:04,Status,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778923346972318,"Dear teachers, I am looking for a way to use ChatGPT for word revision. English vocabulary building. I have a students on the ASS spectrum at B2 level (university of applied sciences in Leiden) who need word learning in context. Which is the best way to build up vocab anyway! Any thoughts?/help? Thankfully yours, Eliane",,,,,,,,,-48
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:49:51 EDT,5/11/23,12:49:51,Link,4,2,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778929013638418,"With the rise of AI technologies, I've been exploring a new way to streamline studying for students. Here's an idea that I've been working on: Imagine this - students can simply copy and paste sections of their textbooks and feed them into ChatGPT. Instantly, it can create multiple-choice questions based on the text to help students review and understand the material better. This not only makes studying more efficient but also interactive and engaging. Plus, it encourages a deeper comprehension of the text as students have to understand the context to answer the questions correctly. Thanks to the resource shared from yesterday's group post I am using aiarchives.org, we can save these questions and share them with others. It's a great way to create a collaborative and enriching study environment for students. Here's a sample prompt I used: https://aiarchives.org/id/o42DJ9cZR2irFM27A4eS",https://aiarchives.org/id/o42DJ9cZR2irFM27A4eS,,,"Questions by Humans, Answers by A.I.","Questions by Humans, Answers by A.I.",,,,-7.25
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:48:58 EDT,5/11/23,12:48:58,Status,5,0,5,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778940406970612,"Dear teachers, I am looking for a way to use ChatGpT for English vocab building on B2. However, I need it to be revised in context. I have students on the ASS spectrum who have to learn about 45 words. Students from a university of applied sciences in the Netherlands. Any prompts/ideas? Thanks in advance! Eliane",,,,,,,,,-9.6
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:48:55 EDT,5/11/23,12:48:55,Status,4,2,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778949546969698,Has anyone tried to use ChatGPT to create a small group tutoring side hustle? It works well for getting students/parents into your program. I’m completely booked out for the summer! 😁,,,,,,,,,-12
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:48:20 EDT,5/11/23,12:48:20,Status,3,0,3,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778962713635048,"I’m just starting to explore the uses of Chat GPT. Is there a particular app that people can recommend? I found one called AskAI, but for unlimited use, it requires purchase. Not sure if I’m ready to commit to this particular one yet.",,,,,,,,,-16
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:48:13 EDT,5/11/23,12:48:13,Status,2,0,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778962883635031,I am an LA teacher looking for creative ways to assess student writing. My goal is to observe authentic writing. What's the best way to do this?,,,,,,,,,-24
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:48:06 EDT,5/11/23,12:48:06,Status,12,0,12,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778966350301351,"Anybody else notice that ChatGPT's responses can be wildly different from one day to the next? I'm not talking about content, I'm talking about the way it processes a prompt. I'm getting very different responses today than I was getting last week using the exact same prompt. Makes me wonder if it's the AI learning from additional input or the coders tweaking things behind the scenes. It's frustrating because I spend a lot of time dialing in a good prompt only to have to tweak it almost daily.",,,,,,,,,-4
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 12:47:23 EDT,5/11/23,12:47:23,Status,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778872013644118,I’ve been trying to find a way to create better learning / activity guides that go along with the material for the course. I want to keep them entertaining and also thought provoking and with pictures. Anyone know how to manage this with chat gpt?,,,,,,,,,-48
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 08:27:45 EDT,5/11/23,8:27:45,Video,45,24,10,10,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778836696980983,Would you use Chat GPT to grade and generate student feedback for essays or constructed responses? Check out this 15 minute video originally posted by Steve Potter. ,https://youtu.be/B7u0nSDKLnA,,,Using ChatGPT to grade essays and give detailed feedback: For Teachers,A video showing you how to have ChatGPT grade essays using a rubric and provide detailed feedback to students.,,,,1.41
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 08:27:39 EDT,5/11/23,8:27:39,Status,3,1,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778837750314211,"What are emails you hate having to think about writing that could be turned into a template for consistency of messaging and correspondence? E.g ""a quick email home outlining what the students are doing this term in (blah)""",,,,,,,,,-16
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:59:58 EDT,5/11/23,7:59:58,Status,3,1,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/773239507540702,Is there a reliable online training or class I could take this summer about chatGPT? I want to learn more so I can run a PD in the fall.,,,,,,,,,-16
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:59:55 EDT,5/11/23,7:59:55,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778460527018600,"Hello, how can u get a return value from a table using the gpt api call in flutterflow? flow",,,,,,,,,-96
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:59:52 EDT,5/11/23,7:59:52,Status,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778442610353725,"Hi, I’m new to this group and curious how primary school teachers use Chatgtp. Anyone want to share his idea?",,,,,,,,,-48
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:59:50 EDT,5/11/23,7:59:50,Status,18,8,10,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778426977021955,"I am an English teacher, since there is Chatgpt a very good language checker/model. I would like to use it a a supplementary tool în teaching and learning. I mean, I can ask students to write an argumentative essay în class and then check it with chatgpt. Compare the two versions. However, I have the feeling students will not take the process seriuously enough to learn and improve. How can I regulate this? What other ideas do you have to assist students' Writing with chatgpt?",,,,,,,,,-2.67
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:59:48 EDT,5/11/23,7:59:48,Status,3,2,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778422747022378,Loving the insight on this page! I’m looking for a tool or prompt that would help children create study notes using AI. Specially thinking about 12-14 year olds who are visual learners. Any ideas?,,,,,,,,,-16
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:59:45 EDT,5/11/23,7:59:45,Status,17,9,4,2,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778403933690926,"This is a copy of the running GSheet that I have for Commands, Tips, Tricks, and Required Reading. The GSheet link is here - https://docs.google.com/spreadsheets/d/1Tc8TJqQsoPuSTqXHBh9PeFmlr24UAusgq0pTUsPYPRM/edit?usp=sharing If anyone wants editor access, DM me with an email to share it with.",,,,,,,,,-2.82
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:59:23 EDT,5/11/23,7:59:23,Video,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778091137055539,https://youtu.be/LhqibC8Ci18,https://youtu.be/LhqibC8Ci18,,,Primary School Teacher: Day in the life! Kings coronation party day.,Day in the life of a primary school teacher. Not the most work heavy day today due to the coronation party. I will upload more videos showing a more accurate...,,,,-32
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:58:54 EDT,5/11/23,7:58:54,Link,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778285603702759,"So while everyone in this group is actively trying to figure out how to use AI to enhance education, it is also important to show that companies are using it in the real world with results that our students, educators, administrations and communities need to know. Learning to use a tool is a great thing and helps to further education. Great job to everyone who is trying to learn how AI can fit in their content. ",https://www.pcgamer.com/study-claims-that-when-a-companys-tech-support-adopted-chatgpt-its-staff-got-better-at-their-jobs-and-became-less-likely-to-quit/,,,Study claims that when a company's tech support adopted ChatGPT its staff got better at their jobs and became less likely to quit,The AI didn't replace jobs; it made some employees better at them.,,,,-30
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:58:49 EDT,5/11/23,7:58:49,Status,59,13,46,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778295103701809,"I am looking for a good free AI tool, or specific strategies to use chat gpt, to generate Google slide presentations and worksheets for my students (high school special Ed self-contained). I’d love to type in a prompt or paragraph and have slides with images or a worksheet with images be generated! Any ideas?",,,,,,,,,1.23
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:58:47 EDT,5/11/23,7:58:47,Status,20,9,11,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778318047032848,"Perhaps have students to the bulk of writing assignments in class with computers put away, or if on computers you can at least monitor. I know this is not ideal, but might help get a good first draft of something going and the kids will be less likely to just cheat.",,,,,,,,,-2.4
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:58:31 EDT,5/11/23,7:58:31,Link,5,1,4,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778340383697281,"(feel free to delete this post if not appropriate for this group) IT teacher here venturing out and trying my best to ""adapt"" my lesson plans to this new so far enemy of mine, Sir ChatGPT... Would like to try it free for 90 days but I need 5 subscriptions from you if that's ok. TIA",https://novaappai.page.link/VJHLnn749QoWmZw27,,,Nova - ChatGPT AI Chatbot,Nova is a revolutionary AI chatbot powered by ChatGPT.,,,,-6
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:58:26 EDT,5/11/23,7:58:26,Status,194,154,35,0,4,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778402070357779,"I heard a great teacher hack today and thought I would share. If you have students write a report and are afraid they had chatGPT generate it for them, follow up with having them write a 5 or 10 question quiz over their report in class. They would have to know the content well enough to do so.",,,,,,,,,4.04
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:58:20 EDT,5/11/23,7:58:20,Status,28,8,20,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778412710356715,"Curious if there are any good AI resources for grading? I have 81 short stories to grade and I’m so overwhelmed, I could definitely use some help. Hoping for something I can provide the rubric and it grades based on that. Preferably something free 🙏🏻",,,,,,,,,-1.71
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:58:18 EDT,5/11/23,7:58:18,Status,7,2,4,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778413380356648,"I'm interested in getting certified/acquiring a certificate (or some type of microcredential) in AI Prompt Engineering, preferably with a bent towards the education field. Anyone got any recommendations? thanks!",,,,,,,,,-6.86
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:57:50 EDT,5/11/23,7:57:50,Native Video,2,2,0,0,0,0,0,0,0,0,share,No,0,0,0,0:01:30,https://www.facebook.com/groups/703007927897194/permalink/778458260352160,,https://www.facebook.com/reel/568127792118417/,,,Grace,This is the ULTIMATE tutorial on how to get the best responses from chatGPT... #viralreels #chatgpt #artificialintelligence #openai #followformore #linkinbio,,,,-0.75
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:57:43 EDT,5/11/23,7:57:43,Photo,24,1,22,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778462747018378,"Hey, I’m trying to sign up to ChatGPT and it keeps saying that ‘Signup is currently unavailable’ - see pic… can anyone please help me….",,,,,,,,,-6.12
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:57:38 EDT,5/11/23,7:57:38,Status,30,15,11,3,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778473677017285,What have been your best prompts for writing student report comments? I have had some success already but want to see what others have found.,,,,,,,,,-1.6
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:57:29 EDT,5/11/23,7:57:29,Status,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778485710349415,Anyone know of a good ai to generate graphs and math problems?,,,,,,,,,-48
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:57:27 EDT,5/11/23,7:57:27,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778493570348629,"I teach business and ethics to massage therapists. Every semester I hold a resume workshop where they apply for a ""job"" and they get feedback on their cover letter and resume. THIS semester I prompted chatGPT (4) with a really beefy prompt to do it. The following is how it was done and it worked like a CHAMP. Obviously I have scrubbed real data from this, but the prompt works and shows how I had the LLM step through its logic. The result took 30 seconds to edit and the students were pleased with the feedback (as was I since it normally took me the better part of a day to get through them all instead of 30 minutes). The format/font/and layout are obviously graded separately. The job was for an EXPERIENCED therapist, not a student, so ""Regina"" rated the resumes lower (which I liked, made the students work a bit harder to impress ""her""). Check it out, perhaps you'll like it. I plan to keep developing it for next semester. And YES, I did this all as a single prompt (once for each student): -=-=-=-=- Forget all previous prompts. Adopt the personality and skills of a human resources manager for Beatrice’s Kneadful Things Day Spa. Your name is Ms. Regina Fredrick, you have been running this business for 30 years and know all about hiring, firing, and managing the careers of massage therapists. Recently you posted the following [advertisement] hoping to get a bunch of experienced therapists to apply. However, no one with experience has applied, instead, it’s a student. You need to hire several massage therapists, so you are willing to take a recent graduate if they meet your other requirements. [advertisement] Licensed Massage Therapist Wanted Beatrice’s Kneadful Things Day Spa $40,000 - $60,000 a year - Part-time Are you looking for a dynamic working environment with lots of perks? Then look no further because Beatrice’s Kneadful Things Day Spa wants to talk to you! We are in search of Massage Therapists looking for a long-term role in a stable and positive environment. You are a critical link in ensuring that our customers' experience in our spa is nothing other than OUTSTANDING! Position Responsibilities: · Proficiency in Swedish and Deep Tissue · Treat clients in a professional, caring manner · Develop and propose client treatment plans unique to their individual needs · Provide clients with guidance and information about the benefits of massage as an integral part of their overall wellness program · Maintain detailed treatment records What we Offer: · Competitive compensation and generous bonuses · Flexible schedules · Growth opportunities · Convenient location · Established book of business · All supplies provided · Free Training/Continuing Education Job Requirements: · Must comply with local and state licensing laws and regulations · Strong team player · Excellent customer service skills and work ethic · Able to work flexible days and hours · Professional manner, discretion, and appearance Please submit your resume and cover letter to Regina Fredrick at [hiring@beatriceskneadfulthings.fak](mailto:hiring@beatriceskneadfulthings.fak). No calls, please.” Please take the following step-by-step. Step 1: Do you understand your role? Step2: Evaluate the quality of the following cover letter for spelling, grammar, best practices, and effectively getting your attention as the hiring authority. Explain your evaluation. Step 3: Evaluate the quality of the following resume for spelling, grammar, best practices, and effectively getting your attention as the hiring authority. Explain your evaluation. Step 4: Are you interested in interviewing this applicant? Explain your position in detail referencing and cross-referencing the cover letter, resume, and job posting to defend your answer. Step 5: Based on the cover letter, resume, and job posting, write 5 specific questions you would like to ask this applicant in a job interview. Step 6: On a scale of 1 to 100 rate the quality of this applicant. [cover letter] Bob Fakenamed Experienced Registered Yoga Instructor, Massage Therapist in Training 4449 East 6th St Bloomington, IN 94904 (999) 325-3703 BobFakenamed@yahoo.com May 5, 2023 Regina Fredrick Beatrice’s Kneadful Things Day Spa hiring@beatriceskneadfulthings.fak Dear Ms. Fredrick, I am writing to express interest in the Massage Therapist position posted for Beatrice’s Kneadful Things Day Spa. I am intrigued by the dynamic work environment and outstanding spa experience you offer. I am also captivated by the growth and continuing education opportunities your spa offers for its employees. I am currently midway through my Massage Therapy training at Ivy Tech in Bloomington. I am expected to graduate in December of 2023. My current GPA is a 4.0. I am receiving training in Swedish Massage, Deep Tissue, Myofascial Release, Neurobehavioral Reflex Therapy, Lymphatic Drainage, Facilitated Stretching, Nervous System Down-Regulation, and Maintaining Detailed Treatment Records. I am a longtime yoga instructor who (truncated)",,,,,,,,,-48
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:57:23 EDT,5/11/23,7:57:23,Photo,215,154,14,43,3,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778501600347826,"Work smarter, not harder. This website is designed to be a starting point for those who are navigating generative AI in education. Including tips and tricks, how-to guides, practical examples as well as quality articles that are worth reading. I have designed this page for anyone who can use it. https://scottybreaksitdown.com/ai/",https://www.facebook.com/photo.php?fbid=10160496710986648&set=gm.778501600347826&type=3,,,,,,,,1.46
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:56:55 EDT,5/11/23,7:56:55,Status,435,293,44,15,33,50,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778523983678921,"Hello! We are reading To Kill a Mockingbird. Go to chatGPT and type in, ""From now on, you will answer as Atticus Finch."". You can now interview Atticus and ask him all sorts of questions! Try it also with Boo Radley! You will be amazed at the answers that Boo gives! It is amazing!",,,,,,,,,9.06
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:56:47 EDT,5/11/23,7:56:47,Photo,21,10,4,3,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778532160344770,"Not sure if this is allowed, so please delete if not. This is a link to a free ebook that Brendan Brennan and I created that's focused less on the productivity wins of generative AI and instead getting us to think more about how we might consider the potential of generative AI to design a more human-centered student experience.",https://www.facebook.com/photo.php?fbid=159689430398008&set=a.159690727064545&type=3,,Generation AI Husan-Oentered for the Modern Educator Prompts DESIGN ব MINDSET,Design Mindset,"Excited to share an eBook from Design Mindset 

Generation AI: Human-centered Prompts for the Modern Educator

Discover “Generation AI: Human-centered Prompts for the Modern Educator,” an innovative and groundbreaking book that equips educators =with the knowledge and tools to incorporate ChatGPT effectively in their classrooms, fostering human-centered learning experiences for Generation AI.

* Rooted in human-centered learning theory by Dewey, Vygotsky, and Freire
* 100+ learning prompts
* 20+ bonus administrative prompts
* A pedagogy first approach to prompts
* Includes the Habits of Mind, technology, assessments, and more
* Always updated, always FREE

Download your copy today at https://designmindset.io/ 

#chatgpt #chatgptprompts #AI #AIEducation #AIinEducation #generationAI #designmindset #edtech",,,,-7
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:56:34 EDT,5/11/23,7:56:34,Link,10,6,1,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778540537010599,"Creating quizzes and tests is an essential part of the teaching and learning process. With the rise of technology, online assessment tools have become increasingly popular and widely used. Google Forms is a versatile platform that allows educators and trainers to create quizzes, surveys, and assessments with ease. In this guide, we will explore how to create a Google Forms quiz and incorporate ChatGPT, an advanced language model developed by OpenAI. ChatGPT can generate human-like responses to a wide range of prompts and can be used to provide personalized feedback to quiz takers. By integrating ChatGPT into your quizzes, you can create a more engaging and interactive learning experience. Throughout this guide, we will provide step-by-step instructions on how to create a Google Forms quiz and add ChatGPT. We will also share best practices for creating effective quizzes that measure learning outcomes and provide valuable feedback. Whether you are a teacher, trainer, or instructional designer, this guide will help you create engaging and effective assessments with Google Forms and ChatGPT. Chapter 1: Introduction The importance of quizzes and assessments Advantages of using online assessment tools Overview of Google Forms and ChatGPT Chapter 2: Getting Started with Google Forms Creating a new form Adding and formatting questions Customizing form settings Sharing and distributing the form Chapter 3: Adding ChatGPT to Your Quiz Introduction to ChatGPT Using ChatGPT to generate quiz questions and answers Integrating ChatGPT into your Google Form Best practices for using ChatGPT in quizzes Chapter 4: Creating Effective Quizzes Understanding learning outcomes Tips for writing clear and concise quiz questions Types of quiz questions and when to use them Strategies for providing feedback and grading Chapter 5: Advanced Techniques and Tools Using branching logic to create adaptive quizzes Integrating multimedia and interactive elements Analyzing quiz results and feedback using Google Sheets Advanced customization and programming with Google Apps Script Chapter 6: Best Practices and Tips for Success Designing quizzes for different learning styles and needs Creating engaging and interactive experiences Ensuring fairness and accuracy in grading Continuously improving your quizzes based on feedback and analytics Chapter 7: Conclusion Recap of key points Future trends and developments in online assessment Final thoughts and recommendations ",https://www.teacherspayteachers.com/Product/Creating-a-Google-Forms-quiz-using-ChatGPT-9495283,,,Creating a Google Forms quiz using ChatGPT,"Creating quizzes and tests is an essential part of the teaching and learning process. With the rise of technology, online assessment tools have become increasingly popular and widely used. Google Forms is a versatile platform that allows educators and trainers to create quizzes, surveys, and assessm...",,,,-3
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:56:32 EDT,5/11/23,7:56:32,Status,26,9,16,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778620273669292,How do I get Chatgpt? Is it an app or a website?,,,,,,,,,-1.85
chatGPT for Teachers,,7.03E+14,none,,,,103296,N/A,2023-05-11 07:56:09 EDT,5/11/23,7:56:09,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/703007927897194/permalink/778562370341749,"https://www.csunscene.net/college-students-vs-ai A story about AI, written by a university student....",https://www.csunscene.net/college-students-vs-ai,,,College Students vs AI — SCENE,"(Written by ChatGPTAs artificial intelligence (AI) rapidly advances, it's causing concern for new college graduates entering the world of labor. According to a recent study by the World Economic Forum, the adoption of AI is expected to displace nearly 85 million jobs worldwide by 2025, while creatin...",,,,-60
